O*NET-SOC_Code,Title,Element_ID,Element_Name,Skill_Importance,Skill_Level,Skill_Strength,Skill_Strength_Normalized,Skill_Importance_Category,Skill_Level_Category
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.1.b,Active Listening,3.62,3.62,13.1044,0.43681333333333333,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.1.c,Writing,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.1.d,Speaking,3.62,3.5,12.67,0.42233333333333334,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.1.e,Mathematics,2.5,2.5,6.25,0.20833333333333334,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.2.a,Critical Thinking,3.25,3.38,10.985,0.36616666666666664,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.2.b,Active Learning,2.62,2.62,6.864400000000001,0.22881333333333337,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.2.c,Learning Strategies,2.5,2.25,5.625,0.1875,Medium,Medium
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2.A.2.d,Monitoring,3.0,3.0,9.0,0.3,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.a,Reading Comprehension,3.38,3.12,10.5456,0.35152,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.d,Speaking,3.88,3.75,14.549999999999999,0.485,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.e,Mathematics,2.25,2.25,5.0625,0.16875,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4051.00,Customer Service Representatives,2.A.2.a,Critical Thinking,3.25,3.5,11.375,0.37916666666666665,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.2.b,Active Learning,2.88,2.88,8.2944,0.27648,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.2.c,Learning Strategies,2.62,2.88,7.5456,0.25152,Medium,Medium
43-4051.00,Customer Service Representatives,2.A.2.d,Monitoring,3.0,3.0,9.0,0.3,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.a,Reading Comprehension,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.b,Active Listening,4.0,4.12,16.48,0.5493333333333333,Medium,High
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.c,Writing,3.75,3.88,14.549999999999999,0.485,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.d,Speaking,4.25,4.25,18.0625,0.6020833333333333,High,High
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.e,Mathematics,2.25,2.25,5.0625,0.16875,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.1.f,Science,1.25,0.25,0.3125,0.010416666666666666,Low,Low
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.2.a,Critical Thinking,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.2.b,Active Learning,3.12,3.25,10.14,0.338,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.2.c,Learning Strategies,2.5,2.25,5.625,0.1875,Medium,Medium
43-4061.00,"Eligibility Interviewers, Government Programs",2.A.2.d,Monitoring,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-4071.00,File Clerks,2.A.1.a,Reading Comprehension,3.88,3.25,12.61,0.42033333333333334,Medium,Medium
43-4071.00,File Clerks,2.A.1.b,Active Listening,3.38,3.0,10.14,0.338,Medium,Medium
43-4071.00,File Clerks,2.A.1.c,Writing,3.12,3.0,9.36,0.312,Medium,Medium
43-4071.00,File Clerks,2.A.1.d,Speaking,3.25,3.0,9.75,0.325,Medium,Medium
43-4071.00,File Clerks,2.A.1.e,Mathematics,2.12,2.12,4.494400000000001,0.14981333333333335,Medium,Medium
43-4071.00,File Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4071.00,File Clerks,2.A.2.a,Critical Thinking,3.0,3.0,9.0,0.3,Medium,Medium
43-4071.00,File Clerks,2.A.2.b,Active Learning,2.88,2.5,7.199999999999999,0.23999999999999996,Medium,Medium
43-4071.00,File Clerks,2.A.2.c,Learning Strategies,2.25,2.25,5.0625,0.16875,Medium,Medium
43-4071.00,File Clerks,2.A.2.d,Monitoring,3.12,2.75,8.58,0.286,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.a,Reading Comprehension,3.0,3.5,10.5,0.35,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.b,Active Listening,3.38,3.25,10.985,0.36616666666666664,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.c,Writing,2.88,2.88,8.2944,0.27648,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.d,Speaking,3.75,3.0,11.25,0.375,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.e,Mathematics,2.62,2.12,5.5544,0.18514666666666668,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.2.a,Critical Thinking,2.88,3.5,10.08,0.336,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.2.b,Active Learning,2.75,2.25,6.1875,0.20625,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.2.c,Learning Strategies,2.62,2.62,6.864400000000001,0.22881333333333337,Medium,Medium
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2.A.2.d,Monitoring,3.0,3.0,9.0,0.3,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.a,Reading Comprehension,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.c,Writing,3.25,3.38,10.985,0.36616666666666664,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.d,Speaking,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.e,Mathematics,2.25,2.12,4.7700000000000005,0.159,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.2.a,Critical Thinking,3.25,3.25,10.5625,0.35208333333333336,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.2.b,Active Learning,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.2.c,Learning Strategies,2.88,2.88,8.2944,0.27648,Medium,Medium
43-4111.00,"Interviewers, Except Eligibility and Loan",2.A.2.d,Monitoring,3.0,3.12,9.36,0.312,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.a,Reading Comprehension,3.25,3.25,10.5625,0.35208333333333336,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.b,Active Listening,3.25,3.0,9.75,0.325,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.d,Speaking,3.0,3.0,9.0,0.3,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.e,Mathematics,2.12,2.12,4.494400000000001,0.14981333333333335,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4121.00,"Library Assistants, Clerical",2.A.2.a,Critical Thinking,3.0,2.88,8.64,0.28800000000000003,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.2.b,Active Learning,2.25,2.12,4.7700000000000005,0.159,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.2.c,Learning Strategies,2.5,2.12,5.300000000000001,0.1766666666666667,Medium,Medium
43-4121.00,"Library Assistants, Clerical",2.A.2.d,Monitoring,2.88,2.75,7.92,0.264,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.a,Reading Comprehension,3.88,4.0,15.52,0.5173333333333333,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.b,Active Listening,4.12,4.0,16.48,0.5493333333333333,High,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.c,Writing,3.62,3.88,14.0456,0.4681866666666667,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.d,Speaking,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.e,Mathematics,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.1.f,Science,1.12,0.25,0.28,0.009333333333333334,Low,Low
43-4131.00,Loan Interviewers and Clerks,2.A.2.a,Critical Thinking,3.75,4.0,15.0,0.5,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.2.b,Active Learning,3.38,3.5,11.83,0.3943333333333333,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.2.c,Learning Strategies,2.62,2.75,7.205,0.24016666666666667,Medium,Medium
43-4131.00,Loan Interviewers and Clerks,2.A.2.d,Monitoring,3.0,3.0,9.0,0.3,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.a,Reading Comprehension,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.d,Speaking,4.0,3.88,15.52,0.5173333333333333,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.e,Mathematics,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4141.00,New Accounts Clerks,2.A.2.a,Critical Thinking,3.12,3.5,10.92,0.364,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.2.b,Active Learning,2.75,2.62,7.205,0.24016666666666667,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.2.c,Learning Strategies,2.5,2.12,5.300000000000001,0.1766666666666667,Medium,Medium
43-4141.00,New Accounts Clerks,2.A.2.d,Monitoring,3.12,3.0,9.36,0.312,Medium,Medium
43-4151.00,Order Clerks,2.A.1.a,Reading Comprehension,3.5,3.5,12.25,0.4083333333333333,Medium,Medium
43-4151.00,Order Clerks,2.A.1.b,Active Listening,4.0,3.62,14.48,0.4826666666666667,Medium,Medium
43-4151.00,Order Clerks,2.A.1.c,Writing,3.12,3.0,9.36,0.312,Medium,Medium
43-4151.00,Order Clerks,2.A.1.d,Speaking,3.88,3.5,13.58,0.45266666666666666,Medium,Medium
43-4151.00,Order Clerks,2.A.1.e,Mathematics,3.0,2.75,8.25,0.275,Medium,Medium
43-4151.00,Order Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4151.00,Order Clerks,2.A.2.a,Critical Thinking,3.12,3.5,10.92,0.364,Medium,Medium
43-4151.00,Order Clerks,2.A.2.b,Active Learning,3.0,3.0,9.0,0.3,Medium,Medium
43-4151.00,Order Clerks,2.A.2.c,Learning Strategies,2.38,2.12,5.0456,0.16818666666666668,Medium,Medium
43-4151.00,Order Clerks,2.A.2.d,Monitoring,3.12,3.0,9.36,0.312,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.a,Reading Comprehension,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.c,Writing,3.5,3.62,12.67,0.42233333333333334,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.d,Speaking,3.75,3.75,14.0625,0.46875,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.e,Mathematics,2.0,2.0,4.0,0.13333333333333333,Low,Low
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.2.a,Critical Thinking,3.38,3.62,12.2356,0.40785333333333335,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.2.b,Active Learning,3.0,3.12,9.36,0.312,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.2.c,Learning Strategies,2.5,2.88,7.199999999999999,0.23999999999999996,Medium,Medium
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2.A.2.d,Monitoring,3.38,3.5,11.83,0.3943333333333333,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.1.a,Reading Comprehension,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.1.b,Active Listening,3.75,3.12,11.700000000000001,0.39,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.1.d,Speaking,3.88,3.0,11.64,0.388,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.1.e,Mathematics,2.0,1.88,3.76,0.12533333333333332,Low,Low
43-4171.00,Receptionists and Information Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4171.00,Receptionists and Information Clerks,2.A.2.a,Critical Thinking,3.12,3.0,9.36,0.312,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.2.b,Active Learning,2.75,2.12,5.83,0.19433333333333333,Medium,Medium
43-4171.00,Receptionists and Information Clerks,2.A.2.c,Learning Strategies,2.12,1.88,3.9856,0.13285333333333332,Medium,Low
43-4171.00,Receptionists and Information Clerks,2.A.2.d,Monitoring,2.88,2.75,7.92,0.264,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.a,Reading Comprehension,3.5,3.12,10.92,0.364,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.b,Active Listening,4.0,4.0,16.0,0.5333333333333333,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.c,Writing,3.12,3.0,9.36,0.312,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.d,Speaking,4.0,3.25,13.0,0.43333333333333335,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.e,Mathematics,2.62,2.5,6.550000000000001,0.21833333333333335,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.2.a,Critical Thinking,3.38,3.62,12.2356,0.40785333333333335,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.2.b,Active Learning,3.0,3.0,9.0,0.3,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.2.c,Learning Strategies,2.62,2.62,6.864400000000001,0.22881333333333337,Medium,Medium
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2.A.2.d,Monitoring,3.0,2.88,8.64,0.28800000000000003,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.a,Reading Comprehension,3.25,3.12,10.14,0.338,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.b,Active Listening,3.5,3.0,10.5,0.35,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.d,Speaking,3.62,3.0,10.86,0.362,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.e,Mathematics,2.25,2.5,5.625,0.1875,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-5011.00,Cargo and Freight Agents,2.A.2.a,Critical Thinking,3.25,3.62,11.765,0.39216666666666666,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.2.b,Active Learning,2.75,2.75,7.5625,0.2520833333333333,Medium,Medium
43-5011.00,Cargo and Freight Agents,2.A.2.c,Learning Strategies,2.0,1.88,3.76,0.12533333333333332,Low,Low
43-5011.00,Cargo and Freight Agents,2.A.2.d,Monitoring,3.0,3.12,9.36,0.312,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.a,Reading Comprehension,3.75,3.25,12.1875,0.40625,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.b,Active Listening,3.38,3.38,11.424399999999999,0.3808133333333333,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.c,Writing,3.25,3.12,10.14,0.338,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.d,Speaking,3.25,3.25,10.5625,0.35208333333333336,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.e,Mathematics,3.0,3.12,9.36,0.312,Medium,Medium
43-5011.01,Freight Forwarders,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-5011.01,Freight Forwarders,2.A.2.a,Critical Thinking,3.38,3.38,11.424399999999999,0.3808133333333333,Medium,Medium
43-5011.01,Freight Forwarders,2.A.2.b,Active Learning,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-5011.01,Freight Forwarders,2.A.2.c,Learning Strategies,2.75,2.88,7.92,0.264,Medium,Medium
43-5011.01,Freight Forwarders,2.A.2.d,Monitoring,3.5,3.12,10.92,0.364,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.a,Reading Comprehension,3.0,2.88,8.64,0.28800000000000003,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.b,Active Listening,3.25,2.88,9.36,0.312,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.c,Writing,3.0,2.75,8.25,0.275,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.d,Speaking,3.25,2.62,8.515,0.2838333333333333,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.e,Mathematics,2.5,2.12,5.300000000000001,0.1766666666666667,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
43-5021.00,Couriers and Messengers,2.A.2.a,Critical Thinking,3.0,2.62,7.86,0.262,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.2.b,Active Learning,2.62,2.25,5.8950000000000005,0.1965,Medium,Medium
43-5021.00,Couriers and Messengers,2.A.2.c,Learning Strategies,2.12,1.88,3.9856,0.13285333333333332,Medium,Low
43-5021.00,Couriers and Messengers,2.A.2.d,Monitoring,2.75,2.12,5.83,0.19433333333333333,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.1.a,Reading Comprehension,3.62,3.75,13.575000000000001,0.4525,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.1.b,Active Listening,4.38,4.0,17.52,0.584,High,Medium
43-5031.00,Public Safety Telecommunicators,2.A.1.c,Writing,3.0,3.0,9.0,0.3,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.1.d,Speaking,4.12,4.0,16.48,0.5493333333333333,High,Medium
43-5031.00,Public Safety Telecommunicators,2.A.1.e,Mathematics,2.0,1.75,3.5,0.11666666666666667,Low,Low
43-5031.00,Public Safety Telecommunicators,2.A.1.f,Science,1.38,0.38,0.5244,0.01748,Low,Low
43-5031.00,Public Safety Telecommunicators,2.A.2.a,Critical Thinking,3.75,3.88,14.549999999999999,0.485,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.2.b,Active Learning,3.12,3.0,9.36,0.312,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.2.c,Learning Strategies,2.75,2.88,7.92,0.264,Medium,Medium
43-5031.00,Public Safety Telecommunicators,2.A.2.d,Monitoring,3.12,3.25,10.14,0.338,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.a,Reading Comprehension,3.75,3.25,12.1875,0.40625,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.b,Active Listening,4.0,3.88,15.52,0.5173333333333333,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.c,Writing,3.12,2.88,8.9856,0.29952,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.d,Speaking,4.0,3.88,15.52,0.5173333333333333,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.e,Mathematics,2.12,2.0,4.24,0.14133333333333334,Medium,Low
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.2.a,Critical Thinking,3.12,3.75,11.700000000000001,0.39,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.2.b,Active Learning,3.0,2.88,8.64,0.28800000000000003,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.2.c,Learning Strategies,2.75,2.75,7.5625,0.2520833333333333,Medium,Medium
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2.A.2.d,Monitoring,3.88,3.25,12.61,0.42033333333333334,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.1.a,Reading Comprehension,2.88,2.88,8.2944,0.27648,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.1.b,Active Listening,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.1.c,Writing,2.38,2.62,6.2356,0.20785333333333333,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.1.d,Speaking,3.0,3.0,9.0,0.3,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.1.e,Mathematics,2.0,2.0,4.0,0.13333333333333333,Low,Low
43-5041.00,"Meter Readers, Utilities",2.A.1.f,Science,1.12,0.12,0.13440000000000002,0.0044800000000000005,Low,Low
43-5041.00,"Meter Readers, Utilities",2.A.2.a,Critical Thinking,3.0,2.88,8.64,0.28800000000000003,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.2.b,Active Learning,2.5,2.12,5.300000000000001,0.1766666666666667,Medium,Medium
43-5041.00,"Meter Readers, Utilities",2.A.2.c,Learning Strategies,2.0,2.0,4.0,0.13333333333333333,Low,Low
43-5041.00,"Meter Readers, Utilities",2.A.2.d,Monitoring,2.62,2.75,7.205,0.24016666666666667,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.a,Reading Comprehension,3.12,3.12,9.7344,0.32448000000000005,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.b,Active Listening,3.38,3.12,10.5456,0.35152,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.c,Writing,2.88,3.0,8.64,0.28800000000000003,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.d,Speaking,3.25,3.0,9.75,0.325,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.e,Mathematics,2.75,2.5,6.875,0.22916666666666666,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-5051.00,Postal Service Clerks,2.A.2.a,Critical Thinking,3.0,3.25,9.75,0.325,Medium,Medium
43-5051.00,Postal Service Clerks,2.A.2.b,Active Learning,2.62,2.0,5.24,0.17466666666666666,Medium,Low
43-5051.00,Postal Service Clerks,2.A.2.c,Learning Strategies,2.12,2.0,4.24,0.14133333333333334,Medium,Low
43-5051.00,Postal Service Clerks,2.A.2.d,Monitoring,3.0,2.5,7.5,0.25,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.1.a,Reading Comprehension,2.62,2.88,7.5456,0.25152,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.1.b,Active Listening,3.0,3.0,9.0,0.3,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.1.c,Writing,2.12,2.12,4.494400000000001,0.14981333333333335,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.1.d,Speaking,3.0,2.75,8.25,0.275,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.1.e,Mathematics,1.62,1.12,1.8144000000000002,0.060480000000000006,Low,Low
43-5052.00,Postal Service Mail Carriers,2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-5052.00,Postal Service Mail Carriers,2.A.2.a,Critical Thinking,3.0,2.75,8.25,0.275,Medium,Medium
43-5052.00,Postal Service Mail Carriers,2.A.2.b,Active Learning,2.0,2.0,4.0,0.13333333333333333,Low,Low
43-5052.00,Postal Service Mail Carriers,2.A.2.c,Learning Strategies,1.75,1.12,1.9600000000000002,0.06533333333333334,Low,Low
43-5052.00,Postal Service Mail Carriers,2.A.2.d,Monitoring,2.62,2.25,5.8950000000000005,0.1965,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.a,Reading Comprehension,3.0,2.75,8.25,0.275,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.b,Active Listening,2.88,2.75,7.92,0.264,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.c,Writing,2.25,1.88,4.2299999999999995,0.141,Medium,Low
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.d,Speaking,3.0,2.62,7.86,0.262,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.e,Mathematics,2.0,1.38,2.76,0.092,Low,Low
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.1.f,Science,1.0,0.0,0.0,0.0,Low,Low
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.2.a,Critical Thinking,3.0,2.62,7.86,0.262,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.2.b,Active Learning,2.12,2.0,4.24,0.14133333333333334,Medium,Low
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.2.c,Learning Strategies,2.12,2.12,4.494400000000001,0.14981333333333335,Medium,Medium
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.A.2.d,Monitoring,3.12,2.75,8.58,0.286,Medium,Medium
